<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VCB,20210805,75870.62705742144,77031.91216544321,75793.20805022,76954.49315824175,1127700
VCB,20210804,76799.65514383886,76877.0741510403,75948.0460646229,76257.7220934287,1222300
VCB,20210803,75173.8559926084,76489.97911503306,75096.43698540694,76489.97911503306,1265700
VCB,20210802,75096.43698540694,76412.5601078316,74631.92294219825,75096.43698540694,1395000
VCB,20210730,75328.69400701129,76489.97911503306,75251.27499980984,75870.62705742144,1564600
VCB,20210729,75406.11301421275,75793.20805022,75096.43698540694,75793.20805022,1191800
VCB,20210728,73625.47584857939,75096.43698540694,73625.47584857939,75096.43698540694,1490800
VCB,20210727,75483.5320214142,75560.95102861564,73548.05684137794,73548.05684137794,2686200
VCB,20210726,74709.34194939969,75483.5320214142,74089.9898917881,74322.24691339243,1294200
VCB,20210723,76877.0741510403,77264.16918704756,75096.43698540694,75096.43698540694,1744300
VCB,20210722,76567.3981222345,77960.94025186061,75870.62705742144,77651.26422305481,1500800
VCB,20210721,77031.91216544321,77806.10223745772,76102.8840790258,76644.81712943595,1463700
VCB,20210720,75715.78904301855,78193.19727346496,72386.77173335617,77573.84521585336,2652500
VCB,20210719,77419.00720145045,77573.84521585336,74244.82790619099,75096.43698540694,2689700
VCB,20210716,79354.48238148671,80051.25344629977,78193.19727346496,79354.48238148671,1617300
VCB,20210715,77573.84521585336,80902.86252551572,77573.84521585336,79354.48238148671,2339400
VCB,20210714,80051.25344629977,80128.67245350122,77419.00720145045,78812.54933107656,2316700
VCB,20210713,82760.91869835054,82760.91869835054,79044.80635268091,80051.25344629977,2356600
VCB,20210712,84773.81288558825,84773.81288558825,79818.99642469542,82915.75671275344,2500600
VCB,20210709,85160.9079215955,86012.51700081145,82683.49969114909,85006.0699071926,3021900
VCB,20210708,86089.93600801291,87483.47813763902,84386.717849581,85935.09799361,1384100
VCB,20210707,86709.28806562451,87793.15416644482,82064.14763353749,87793.15416644482,2808000
VCB,20210706,87096.38310163177,89031.85828166803,86709.28806562451,86709.28806562451,1754600
VCB,20210705,88180.24920245208,88180.24920245208,85857.67898640856,87947.99218084772,2416000
VCB,20210702,90115.72438248833,90270.56239689123,88257.66820965352,88954.43927446658,1767290
VCB,20210701,90347.98140409269,90425.40041129413,89031.85828166803,90115.72438248833,2056400
VCB,20210630,88257.66820965352,90735.07644009993,88257.66820965352,90115.72438248833,3337000
VCB,20210629,86709.28806562451,88257.66820965352,86322.19302961726,88257.66820965352,2353100
VCB,20210628,87173.80210883322,87483.47813763902,86012.51700081145,87173.80210883322,2360500
VCB,20210625,85702.84097200565,87328.64012323611,84309.29884237955,87173.80210883322,2321990
VCB,20210624,85160.9079215955,85780.25997920711,83457.6897631636,85702.84097200565,1143400
VCB,20210623,83612.52777756649,85935.09799361,82838.337705552,84928.65089999115,2308600
VCB,20210622,82915.75671275344,83999.62281357375,82451.24266954474,83302.85174876069,2171000
VCB,20210621,83612.52777756649,83767.3657919694,82064.14763353749,82528.66167674618,3007900
VCB,20210618,80902.86252551572,84386.717849581,80748.02451111283,83999.62281357375,3824900
VCB,20210617,80515.76748950848,81289.95756152298,78967.38734547947,80670.60550391137,2896100
VCB,20210616,79354.48238148671,82064.14763353749,79354.48238148671,80515.76748950848,2898400
VCB,20210615,79044.80635268091,79741.57741749397,78193.19727346496,79586.73940309107,1440700
VCB,20210614,79044.80635268091,80051.25344629977,78425.45429506931,78967.38734547947,1548700
VCB,20210611,78270.6162806664,80128.67245350122,77806.10223745772,79586.73940309107,2048000
VCB,20210610,78967.38734547947,79664.15841029253,77419.00720145045,78812.54933107656,2282500
VCB,20210609,77419.00720145045,78967.38734547947,76799.65514383886,78967.38734547947,2433900
VCB,20210608,79741.57741749397,80515.76748950848,77419.00720145045,77419.00720145045,2351600
VCB,20210607,80748.02451111283,81212.53855432152,78348.03528786787,79741.57741749397,3023900
VCB,20210604,82451.24266954474,82451.24266954474,80593.18649670992,81212.53855432152,2945800
VCB,20210603,82141.56664073894,83612.52777756649,82064.14763353749,82606.08068394764,2802000
VCB,20210602,80515.76748950848,83225.43274155924,80283.51046790413,82064.14763353749,5416100
VCB,20210601,76954.49315824175,80670.60550391137,76412.5601078316,80283.51046790413,4573500
VCB,20210531,78193.19727346496,78193.19727346496,76102.8840790258,76335.14110063015,2821000
VCB,20210528,76644.81712943595,78270.6162806664,75560.95102861564,77109.33117264466,2230000
VCB,20210527,77728.68323025625,77728.68323025625,75870.62705742144,76412.5601078316,1818400
VCB,20210526,77341.58819424901,78812.54933107656,77186.7501798461,77728.68323025625,2356000
VCB,20210525,75406.11301421275,77419.00720145045,75406.11301421275,77264.16918704756,4450000
VCB,20210524,75483.5320214142,76257.7220934287,74709.34194939969,75406.11301421275,1874700
VCB,20210521,74554.50393499678,75870.62705742144,74322.24691339243,74941.59897100404,1799200
VCB,20210520,72851.28577656488,76644.81712943595,72851.28577656488,76644.81712943595,1938100
VCB,20210519,73238.38081257213,73238.38081257213,72619.02875496053,72851.28577656488,1738100
VCB,20210518,73780.31386298228,74322.24691339243,73160.96180537068,73238.38081257213,2103400
VCB,20210517,75173.8559926084,75328.69400701129,74167.40889898954,74322.24691339243,1715100
VCB,20210514,75406.11301421275,76102.8840790258,74786.76095660114,75019.01797820549,1443600
VCB,20210513,75251.27499980984,75715.78904301855,74941.59897100404,74941.59897100404,1767000
VCB,20210512,75793.20805022,75793.20805022,75096.43698540694,75328.69400701129,1218300
VCB,20210511,76025.46507182435,76877.0741510403,75483.5320214142,75793.20805022,1271500
VCB,20210510,74864.1799638026,76025.46507182435,74244.82790619099,75948.0460646229,1743000
VCB,20210507,76567.3981222345,76644.81712943595,74864.1799638026,75096.43698540694,2284800
VCB,20210506,78348.03528786787,78735.13032387511,76644.81712943595,76877.0741510403,1161200
VCB,20210505,76722.23613663741,78967.38734547947,76722.23613663741,78348.03528786787,1895700
VCB,20210504,76644.81712943595,77109.33117264466,75870.62705742144,76722.23613663741,1651800
VCB,20210429,76644.81712943595,77419.00720145045,75870.62705742144,77419.00720145045,1615700
VCB,20210428,76644.81712943595,76877.0741510403,75638.37003581709,76644.81712943595,1553900
VCB,20210427,76335.14110063015,77109.33117264466,75638.37003581709,76644.81712943595,1191800
VCB,20210426,80515.76748950848,80515.76748950848,75793.20805022,76335.14110063015,3695400
VCB,20210423,79741.57741749397,80515.76748950848,77806.10223745772,80515.76748950848,2578800
VCB,20210422,79741.57741749397,81754.47160473168,79122.22535988237,79741.57741749397,3311700
VCB,20210420,76722.23613663741,81289.95756152298,76257.7220934287,79741.57741749397,6274200
VCB,20210419,75096.43698540694,76257.7220934287,74167.40889898954,76257.7220934287,1508500
VCB,20210416,75328.69400701129,76257.7220934287,74322.24691339243,74554.50393499678,1615900
VCB,20210415,77264.16918704756,77264.16918704756,74941.59897100404,75483.5320214142,2152800
VCB,20210414,75328.69400701129,76412.5601078316,75019.01797820549,76412.5601078316,1436800
VCB,20210413,77419.00720145045,77419.00720145045,75483.5320214142,75483.5320214142,1670900
VCB,20210412,76257.7220934287,76799.65514383886,75406.11301421275,76567.3981222345,2670100
VCB,20210409,77031.91216544321,77031.91216544321,75483.5320214142,75483.5320214142,2101700
VCB,20210408,78889.96833827802,78889.96833827802,77031.91216544321,77419.00720145045,1575400
VCB,20210407,78193.19727346496,78967.38734547947,77728.68323025625,78889.96833827802,1182700
VCB,20210406,78967.38734547947,79354.48238148671,77806.10223745772,78889.96833827802,2293200
VCB,20210405,77419.00720145045,79586.73940309107,76335.14110063015,78967.38734547947,3618400
VCB,20210402,75483.5320214142,76257.7220934287,75019.01797820549,75715.78904301855,2381600
VCB,20210401,73702.89485578083,75638.37003581709,73702.89485578083,75019.01797820549,3297600
VCB,20210331,73160.96180537068,73625.47584857939,72851.28577656488,73393.21882697503,970600
VCB,20210330,73780.31386298228,73780.31386298228,72851.28577656488,73393.21882697503,2625700
VCB,20210329,73702.89485578083,74167.40889898954,72386.77173335617,73780.31386298228,2895800
VCB,20210326,73548.05684137794,73935.15187738519,72541.60974775908,73470.63783417648,1222800
VCB,20210325,73315.79981977359,74322.24691339243,73160.96180537068,73625.47584857939,1237300
VCB,20210324,73548.05684137794,74244.82790619099,72851.28577656488,73315.79981977359,1509800
VCB,20210323,75019.01797820549,75019.01797820549,73857.73287018374,74167.40889898954,966800
VCB,20210322,74322.24691339243,75483.5320214142,73857.73287018374,75096.43698540694,1979000
VCB,20210319,75173.8559926084,75173.8559926084,72928.70478376633,72928.70478376633,1595700
VCB,20210318,74477.08492779534,75483.5320214142,73935.15187738519,75483.5320214142,1635100
VCB,20210317,73935.15187738519,74167.40889898954,73548.05684137794,74012.57088458663,1304400
VCB,20210316,74322.24691339243,74322.24691339243,73625.47584857939,74089.9898917881,655800
VCB,20210315,74322.24691339243,75096.43698540694,73935.15187738519,74554.50393499678,1464400
VCB,20210312,74554.50393499678,74709.34194939969,73160.96180537068,74167.40889898954,1324800
VCB,20210311,74167.40889898954,74941.59897100404,74167.40889898954,74554.50393499678,1078800
VCB,20210310,73548.05684137794,74167.40889898954,72773.86676936343,73935.15187738519,1089900
VCB,20210309,73548.05684137794,73548.05684137794,72077.09570455037,73548.05684137794,1449300
VCB,20210308,75096.43698540694,75096.43698540694,73548.05684137794,73702.89485578083,1521800
VCB,20210305,75173.8559926084,75251.27499980984,73548.05684137794,74631.92294219825,1737600
VCB,20210304,76335.14110063015,77031.91216544321,72077.09570455037,75328.69400701129,1183100
VCB,20210303,76102.8840790258,76954.49315824175,76025.46507182435,76180.30308622724,965460
VCB,20210302,77419.00720145045,78812.54933107656,75870.62705742144,76877.0741510403,1245700
VCB,20210301,76025.46507182435,76877.0741510403,76025.46507182435,76799.65514383886,976200
VCB,20210226,75328.69400701129,76644.81712943595,75096.43698540694,76025.46507182435,1091420
VCB,20210225,76644.81712943595,77031.91216544321,75560.95102861564,76025.46507182435,922100
VCB,20210224,77806.10223745772,78193.19727346496,74709.34194939969,75948.0460646229,1330300
VCB,20210223,77419.00720145045,78193.19727346496,76799.65514383886,77419.00720145045,1441400
VCB,20210222,77806.10223745772,78967.38734547947,77651.26422305481,77883.52124465916,1388700
VCB,20210219,76799.65514383886,78735.13032387511,76722.23613663741,78425.45429506931,1942200
VCB,20210218,76644.81712943595,78967.38734547947,75870.62705742144,78967.38734547947,1688900
VCB,20210217,75483.5320214142,77419.00720145045,75483.5320214142,77419.00720145045,1054100
VCB,20210209,75096.43698540694,75406.11301421275,72077.09570455037,75251.27499980984,2978900
VCB,20210208,76644.81712943595,77264.16918704756,72077.09570455037,72851.28577656488,2902200
VCB,20210205,76567.3981222345,77419.00720145045,75793.20805022,77419.00720145045,1035300
VCB,20210204,76567.3981222345,76644.81712943595,72696.44776216197,76567.3981222345,967300
VCB,20210203,75793.20805022,76644.81712943595,74786.76095660114,76567.3981222345,1454600
VCB,20210202,71225.48662533442,74864.1799638026,71225.48662533442,74709.34194939969,1152800
VCB,20210201,74322.24691339243,74322.24691339243,70451.29655331992,70528.71556052136,1331300
VCB,20210129,66193.25115724014,75019.01797820549,66193.25115724014,71999.67669734893,1359000
VCB,20210128,71225.48662533442,72231.93371895328,70141.62052451412,70141.62052451412,1811700
VCB,20210127,76722.23613663741,77419.00720145045,72696.44776216197,75406.11301421275,1659000
VCB,20210126,79354.48238148671,79354.48238148671,76644.81712943595,78115.77826626351,970500
VCB,20210125,78270.6162806664,79741.57741749397,78270.6162806664,79354.48238148671,745900
VCB,20210122,79741.57741749397,80515.76748950848,78967.38734547947,79741.57741749397,1876400
VCB,20210121,76722.23613663741,79741.57741749397,75870.62705742144,79741.57741749397,1320700
VCB,20210120,76644.81712943595,81986.72862633603,75870.62705742144,76722.23613663741,2093000
VCB,20210119,79818.99642469542,79973.83443909833,74399.66592059389,76644.81712943595,2401120
VCB,20210118,80128.67245350122,81289.95756152298,79741.57741749397,79973.83443909833,1112400
VCB,20210115,81135.11954712008,81212.53855432152,79354.48238148671,79896.41543189686,1202600
VCB,20210114,81289.95756152298,81444.79557592588,79973.83443909833,80438.34848230702,932200
VCB,20210113,81754.47160473168,82141.56664073894,80515.76748950848,81135.11954712008,1338200
VCB,20210112,81754.47160473168,81754.47160473168,80670.60550391137,81754.47160473168,842950
VCB,20210111,80980.28153271718,81831.89061193314,80593.18649670992,80902.86252551572,847400
VCB,20210108,83612.52777756649,83612.52777756649,80902.86252551572,81135.11954712008,1000900
VCB,20210107,80515.76748950848,83999.62281357375,80515.76748950848,82838.337705552,1199800
VCB,20210106,77031.91216544321,82218.98564794038,76877.0741510403,81289.95756152298,2080400
VCB,20210105,76644.81712943595,77883.52124465916,76644.81712943595,76877.0741510403,1096230
VCB,20210104,75870.62705742144,77264.16918704756,75328.69400701129,76644.81712943595,907900
VCB,20201231,75793.20805022,76644.81712943595,75096.43698540694,75793.20805022,367140
VCB,20201230,76799.65514383886,77109.33117264466,75483.5320214142,75793.20805022,709200
VCB,20201229,75870.62705742144,77264.16918704756,75715.78904301855,76799.65514383886,696510
VCB,20201228,75870.62705742144,76025.46507182435,75328.69400701129,75870.62705742144,836090
VCB,20201225,75096.43698540694,75560.95102861564,74864.1799638026,75560.95102861564,383960
VCB,20201224,75793.20805022,75793.20805022,74322.24691339243,75328.69400701129,971730
VCB,20201223,75483.5320214142,76257.7220934287,75019.01797820549,75483.5320214142,666390
VCB,20201222,75870.62705742144,75948.0460646229,75483.5320214142,75793.20805022,817840
VCB,20201221,76567.3981222345,76644.81712943595,75328.69400701129,76567.3981222345,737030
VCB,20201218,73721.05583877844,75948.04606724154,73721.05583877844,75948.04606724154,1053200
VCB,20201217,75717.66776774536,75717.66776774536,72953.12817379116,73721.05583877844,2305960
VCB,20201216,75640.87500124663,76715.97373222881,75103.32563575554,76715.97373222881,740700
VCB,20201215,76024.83883374027,76639.18096573009,74105.01967127208,75103.32563575554,1433260
VCB,20201214,74642.56903676318,76715.97373222881,73644.26307227972,76715.97373222881,931080
VCB,20201211,74642.56903676318,74719.3618032619,73644.26307227972,74642.56903676318,1366230
VCB,20201210,74105.01967127208,75026.53286925681,74028.22690477336,74642.56903676318,1299820
VCB,20201209,71878.02944280898,74105.01967127208,71570.85837681407,74105.01967127208,1198160
VCB,20201208,71417.27284381662,72108.40774230516,70265.38134633571,71494.06561031535,823320
VCB,20201207,70188.58857983697,71647.6511433128,70188.58857983697,71494.06561031535,945460
VCB,20201204,71570.85837681407,71801.23667631026,69958.21028034079,69958.21028034079,860900
VCB,20201203,71801.23667631026,72108.40774230516,70956.51624482425,71801.23667631026,772760
VCB,20201202,70649.34517882935,71801.23667631026,70265.38134633571,71801.23667631026,746710
VCB,20201201,69651.03921434589,71570.85837681407,69651.03921434589,70649.34517882935,1162270
VCB,20201130,71954.8222093077,72185.20050880389,70265.38134633571,71417.27284381662,1484340
VCB,20201127,72185.20050880389,72569.16434129752,71570.85837681407,72569.16434129752,1210580
VCB,20201126,71801.23667631026,72185.20050880389,71110.1017778217,72185.20050880389,698350
VCB,20201125,71033.30901132298,72338.78604180134,70879.72347832553,71801.23667631026,1124020
VCB,20201124,70649.34517882935,70956.51624482425,69727.83198084461,70956.51624482425,1038580
VCB,20201123,70726.13794532807,70956.51624482425,69881.41751384207,70342.17411283443,648830
VCB,20201120,69881.41751384207,71033.30901132298,69190.28261535351,71033.30901132298,1231960
VCB,20201119,67347.25621938406,69267.07538185225,67116.87791988788,69267.07538185225,2584440
VCB,20201118,67270.46345288533,67347.25621938406,66809.70685389296,67270.46345288533,906810
VCB,20201117,65888.19365590824,67270.46345288533,65657.81535641204,67270.46345288533,548250
VCB,20201116,66963.29238689042,67424.04898588278,65273.85152391841,65888.19365590824,1250340
VCB,20201113,66502.53578789806,66732.91408739424,66195.36472190314,66732.91408739424,417840
VCB,20201112,65811.4008894095,66425.74302139932,65734.60812291078,66348.9502549006,405350
VCB,20201111,65657.81535641204,66502.53578789806,65197.05875741968,65197.05875741968,1032520
VCB,20201110,66118.57195540442,67040.08515338914,65350.64429041714,65350.64429041714,1511520
VCB,20201109,65273.85152391841,65888.19365590824,65120.26599092096,65657.81535641204,1007000
VCB,20201106,65350.64429041714,65350.64429041714,64505.923858931135,65273.85152391841,323160
VCB,20201105,65657.81535641204,65657.81535641204,65120.26599092096,65273.85152391841,507960
VCB,20201104,65273.85152391841,65657.81535641204,64736.30215842732,65273.85152391841,394660
VCB,20201103,65888.19365590824,65964.98642240696,65043.47322442223,65273.85152391841,308550
VCB,20201102,63737.996193943865,65888.19365590824,63737.996193943865,65888.19365590824,366300
VCB,20201030,64198.752792936226,64813.094924926045,63584.41066094641,63737.996193943865,1090610
VCB,20201029,64813.094924926045,65120.26599092096,64121.9600264375,64198.752792936226,764720
VCB,20201028,66041.77918890568,66425.74302139932,64121.9600264375,64659.509391928594,896330
VCB,20201027,66041.77918890568,67040.08515338914,65657.81535641204,66041.77918890568,1169320
VCB,20201026,67193.6706863866,67424.04898588278,66041.77918890568,66041.77918890568,1024530
VCB,20201023,66732.91408739424,67193.6706863866,66579.32855439678,67193.6706863866,708310
VCB,20201022,66118.57195540442,66502.53578789806,65350.64429041714,66502.53578789806,1320610
VCB,20201021,67424.04898588278,68038.39111787261,65964.98642240696,66195.36472190314,1472050
VCB,20201020,66809.70685389296,67424.04898588278,66732.91408739424,67347.25621938406,1075780
VCB,20201019,67577.63451888024,67808.01281837642,67193.6706863866,67193.6706863866,1175250
VCB,20201016,67961.59835137388,68038.39111787261,67193.6706863866,67731.2200518777,722850
VCB,20201015,67731.2200518777,68038.39111787261,66656.12132089552,68038.39111787261,1424740
VCB,20201014,66656.12132089552,68345.56218386751,66579.32855439678,67731.2200518777,1206380
VCB,20201013,66041.77918890568,66732.91408739424,65657.81535641204,66425.74302139932,1388530
VCB,20201012,66041.77918890568,66809.70685389296,65120.26599092096,65964.98642240696,1574610
VCB,20201009,64889.887691424774,65273.85152391841,64889.887691424774,65120.26599092096,366200
VCB,20201008,65657.81535641204,65657.81535641204,64352.338325933684,65120.26599092096,612140
VCB,20201007,64198.752792936226,65427.43705691587,63814.78896044259,65273.85152391841,988270
VCB,20201006,64352.338325933684,64813.094924926045,63891.58172694132,64429.13109243241,3623210
VCB,20201005,64889.887691424774,65273.85152391841,64045.167259938775,64121.9600264375,874745
VCB,20201002,65120.26599092096,65273.85152391841,61434.213198982034,64505.923858931135,890840
VCB,20201001,65350.64429041714,65350.64429041714,64659.509391928594,65120.26599092096,367030
VCB,20200930,65273.85152391841,65273.85152391841,64352.338325933684,64582.716625429865,874450
VCB,20200929,66041.77918890568,66118.57195540442,64352.338325933684,64966.6804579235,1609090
VCB,20200928,65888.19365590824,66195.36472190314,65581.02258991332,66041.77918890568,1254760
VCB,20200925,66118.57195540442,66195.36472190314,65657.81535641204,66041.77918890568,1107270
VCB,20200924,64582.716625429865,66195.36472190314,64582.716625429865,66118.57195540442,1628730
VCB,20200923,64659.509391928594,65657.81535641204,64659.509391928594,65581.02258991332,1395190
VCB,20200922,63737.996193943865,64813.094924926045,63584.41066094641,64505.923858931135,1746960
VCB,20200921,63814.78896044259,64198.752792936226,63737.996193943865,63737.996193943865,1671360
VCB,20200918,63277.2395949515,63737.996193943865,63277.2395949515,63661.203427445136,1188400
VCB,20200917,63354.03236145023,63737.996193943865,62970.06852895659,63354.03236145023,1560590
VCB,20200916,63430.82512794895,63814.78896044259,62970.06852895659,63661.203427445136,628030
VCB,20200915,63737.996193943865,64121.9600264375,63354.03236145023,63354.03236145023,1318970
VCB,20200914,63584.41066094641,63814.78896044259,63507.61789444768,63737.996193943865,657680
VCB,20200911,63046.86129545532,63430.82512794895,62816.48299595913,63200.44682845277,665690
VCB,20200910,63737.996193943865,63968.374493440046,63046.86129545532,63046.86129545532,709700
VCB,20200909,62970.06852895659,63891.58172694132,62586.10469646295,63123.65406195404,1499680
VCB,20200908,64198.752792936226,64429.13109243241,63200.44682845277,63354.03236145023,2047560
VCB,20200907,65043.47322442223,65350.64429041714,64198.752792936226,64198.752792936226,1445780
VCB,20200904,65273.85152391841,66118.57195540442,65120.26599092096,65197.05875741968,2448360
VCB,20200903,64275.545559434955,66425.74302139932,64275.545559434955,66195.36472190314,2939090
VCB,20200901,63737.996193943865,63968.374493440046,63661.203427445136,63737.996193943865,1755600
VCB,20200831,64505.923858931135,64889.887691424774,63584.41066094641,63737.996193943865,971310
VCB,20200828,64198.752792936226,64429.13109243241,63968.374493440046,64045.167259938775,2627250
VCB,20200827,64121.9600264375,64429.13109243241,63891.58172694132,64121.9600264375,2375230
VCB,20200826,64429.13109243241,64429.13109243241,64045.167259938775,64121.9600264375,1639940
VCB,20200825,64429.13109243241,65197.05875741968,64429.13109243241,64429.13109243241,1895400
VCB,20200824,63737.996193943865,64966.6804579235,63737.996193943865,64429.13109243241,1812010
VCB,20200821,63737.996193943865,63891.58172694132,63430.82512794895,63661.203427445136,1381740
VCB,20200820,63737.996193943865,64889.887691424774,63737.996193943865,63737.996193943865,1453480
VCB,20200819,63200.44682845277,63737.996193943865,62970.06852895659,63737.996193943865,586790
VCB,20200818,63200.44682845277,63430.82512794895,62739.69022946041,63200.44682845277,400600
VCB,20200817,62970.06852895659,63661.203427445136,62739.69022946041,63200.44682845277,389480
VCB,20200814,63737.996193943865,63814.78896044259,62893.27576245786,62970.06852895659,875270
VCB,20200813,63661.203427445136,63737.996193943865,62970.06852895659,63737.996193943865,450008
VCB,20200812,63046.86129545532,63200.44682845277,62893.27576245786,63046.86129545532,310430
VCB,20200811,63354.03236145023,63430.82512794895,62816.48299595913,63046.86129545532,407420
VCB,20200810,63737.996193943865,63891.58172694132,62893.27576245786,62893.27576245786,808570
VCB,20200807,63737.996193943865,63737.996193943865,63277.2395949515,63661.203427445136,518660
VCB,20200806,63430.82512794895,63814.78896044259,62893.27576245786,63584.41066094641,822350
VCB,20200805,62893.27576245786,63737.996193943865,61741.38426497694,63507.61789444768,1177840
VCB,20200804,61434.213198982034,62893.27576245786,60973.45659998967,62893.27576245786,616840
VCB,20200803,58362.50253903293,60512.700000997305,58362.50253903293,60512.700000997305,442820
VCB,20200731,58362.50253903293,59437.60127001512,58362.50253903293,58669.67360502784,761940
VCB,20200730,59591.18680301258,60282.321701501125,59360.80850351639,59437.60127001512,937680
VCB,20200729,58362.50253903293,59898.35786900749,57671.367640544384,59514.39403651385,833570
VCB,20200728,59130.43020402021,60512.700000997305,58746.46637152657,60282.321701501125,964690
VCB,20200727,58362.50253903293,61434.213198982034,58362.50253903293,59130.43020402021,1274570
VCB,20200724,63046.86129545532,63200.44682845277,60282.321701501125,62202.14086396931,1341540
VCB,20200723,63354.03236145023,63584.41066094641,63046.86129545532,63354.03236145023,1404870
VCB,20200722,63354.03236145023,63354.03236145023,63123.65406195404,63354.03236145023,780320
VCB,20200721,63354.03236145023,63584.41066094641,62739.69022946041,63354.03236145023,1281740
VCB,20200720,63354.03236145023,63507.61789444768,62739.69022946041,63123.65406195404,826830
VCB,20200717,64198.752792936226,64198.752792936226,63584.41066094641,63584.41066094641,913590
VCB,20200716,64352.338325933684,64429.13109243241,63661.203427445136,64121.9600264375,1329430
VCB,20200715,63891.58172694132,64352.338325933684,63891.58172694132,64121.9600264375,1198530
VCB,20200714,63661.203427445136,63737.996193943865,63123.65406195404,63737.996193943865,506110
VCB,20200713,64045.167259938775,64121.9600264375,63277.2395949515,63661.203427445136,394630
VCB,20200710,64045.167259938775,64198.752792936226,63046.86129545532,63507.61789444768,1048560
VCB,20200709,64429.13109243241,64429.13109243241,63968.374493440046,64198.752792936226,1039170
