<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VCB,20200708,63891.58172694132,64045.167259938775,63584.41066094641,63737.996193943865,585190
VCB,20200707,64505.923858931135,64659.509391928594,63968.374493440046,64045.167259938775,1366830
VCB,20200706,63737.996193943865,64045.167259938775,63277.2395949515,63661.203427445136,1270830
VCB,20200703,63354.03236145023,63968.374493440046,63123.65406195404,63737.996193943865,370340
VCB,20200702,63891.58172694132,63891.58172694132,62202.14086396931,63430.82512794895,669040
VCB,20200701,61664.59149847822,63507.61789444768,61434.213198982034,63507.61789444768,478440
VCB,20200630,63354.03236145023,63354.03236145023,61434.213198982034,61664.59149847822,974990
VCB,20200629,63968.374493440046,63968.374493440046,62278.93363046804,62586.10469646295,936380
VCB,20200626,64582.716625429865,65043.47322442223,63737.996193943865,63968.374493440046,1030930
VCB,20200625,63507.61789444768,64813.094924926045,63507.61789444768,64275.545559434955,546650
VCB,20200624,66041.77918890568,66041.77918890568,64582.716625429865,65043.47322442223,740160
VCB,20200623,65657.81535641204,66809.70685389296,65504.22982341459,66041.77918890568,957230
VCB,20200622,65273.85152391841,65734.60812291078,65273.85152391841,65657.81535641204,1381090
VCB,20200619,65273.85152391841,66041.77918890568,65273.85152391841,65581.02258991332,1280970
VCB,20200618,64505.923858931135,66425.74302139932,64429.13109243241,65273.85152391841,1949780
VCB,20200617,65273.85152391841,65427.43705691587,64352.338325933684,64659.509391928594,1241750
VCB,20200616,64505.923858931135,64505.923858931135,63277.2395949515,64275.545559434955,802980
VCB,20200615,65734.60812291078,65888.19365590824,62816.48299595913,62970.06852895659,1218540
VCB,20200612,63354.03236145023,66425.74302139932,63354.03236145023,65734.60812291078,1612920
VCB,20200611,68729.52601636115,68806.31878285987,66809.70685389296,67577.63451888024,1183900
VCB,20200610,68729.52601636115,68959.90431585733,68575.9404833637,68806.31878285987,3363590
VCB,20200609,69036.69708235607,69113.48984885479,68652.73324986243,68729.52601636115,417690
VCB,20200608,68345.56218386751,69267.07538185225,67884.80558487515,68652.73324986243,1222240
VCB,20200605,68422.35495036624,68575.9404833637,66809.70685389296,68345.56218386751,849570
VCB,20200604,67577.63451888024,68345.56218386751,67577.63451888024,68345.56218386751,736380
VCB,20200603,66809.70685389296,67500.84175238152,66732.91408739424,67500.84175238152,502750
VCB,20200602,66732.91408739424,66732.91408739424,66272.15748840188,66502.53578789806,1144040
VCB,20200601,65657.81535641204,66579.32855439678,65657.81535641204,66425.74302139932,925710
VCB,20200529,65273.85152391841,66041.77918890568,64889.887691424774,65427.43705691587,1161180
VCB,20200528,63737.996193943865,65350.64429041714,63737.996193943865,64889.887691424774,2318310
VCB,20200527,63737.996193943865,64813.094924926045,63661.203427445136,63661.203427445136,817770
VCB,20200526,62202.14086396931,63430.82512794895,62202.14086396931,63354.03236145023,939390
VCB,20200525,62125.34809747058,62432.51916346549,62048.55533097186,62278.93363046804,817710
VCB,20200522,62355.72639696677,62432.51916346549,61434.213198982034,62202.14086396931,1646320
VCB,20200521,61434.213198982034,62355.72639696677,61127.042132987124,62355.72639696677,1579620
VCB,20200520,60205.528935002396,61203.83489948585,60205.528935002396,61127.042132987124,756200
VCB,20200519,61357.42043248331,61511.00596548076,60512.700000997305,60666.285533994764,1712270
VCB,20200518,58592.88083852912,60666.285533994764,58208.91700603548,60282.321701501125,1145200
VCB,20200515,58669.67360502784,58746.46637152657,58055.33147303802,58362.50253903293,1702240
VCB,20200514,57594.57487404566,58669.67360502784,57517.78210754693,58362.50253903293,2218070
VCB,20200513,58055.33147303802,58746.46637152657,55290.79187908383,58055.33147303802,1851970
VCB,20200512,57287.403808050745,58362.50253903293,57133.818275053294,58055.33147303802,2305500
VCB,20200511,56442.683376564746,57210.61104155202,55674.75571157747,57210.61104155202,1749160
VCB,20200508,53754.93654910928,56980.232742055836,53601.351016111825,56442.683376564746,4065590
VCB,20200507,52065.49568613728,53524.558249613096,51988.70291963855,53524.558249613096,2389540
VCB,20200506,51681.53185364364,51988.70291963855,51067.18972165382,51911.91015313982,1182770
VCB,20200505,51681.53185364364,51988.70291963855,51297.56802115,51297.56802115,1007640
VCB,20200504,52219.08121913473,52295.87398563346,51297.56802115,51758.32462014237,908260
VCB,20200429,51451.15355414746,52295.87398563346,51451.15355414746,52219.08121913473,1629760
VCB,20200428,51297.56802115,52603.04505162837,50068.88375717036,51451.15355414746,2052860
VCB,20200427,53678.143782610554,53678.143782610554,51297.56802115,51297.56802115,2603060
VCB,20200424,53140.594417119464,53447.76548311437,51835.11738664109,52910.21611762328,1227270
VCB,20200423,54522.86421409656,54522.86421409656,52833.42335112455,53140.594417119464,1201610
VCB,20200422,52987.008884122006,54599.65698059528,52987.008884122006,53217.387183618186,1668290
VCB,20200421,54522.86421409656,54906.82804659019,52065.49568613728,54906.82804659019,2212110
VCB,20200420,55060.41357958765,55597.96294507874,54369.2786810991,55213.99911258511,1456030
VCB,20200417,54906.82804659019,55137.20634608638,54446.07144759783,54830.03528009147,1829140
VCB,20200416,53754.93654910928,54676.44974709401,53601.351016111825,54676.44974709401,1110050
VCB,20200415,53524.558249613096,54753.24251359274,53524.558249613096,54446.07144759783,1117740
VCB,20200414,54138.90038160292,54369.2786810991,52065.49568613728,53678.143782610554,1964570
VCB,20200413,54215.69314810164,55137.20634608638,53754.93654910928,54369.2786810991,1046830
VCB,20200410,54522.86421409656,55213.99911258511,53447.76548311437,54215.69314810164,1674380
VCB,20200409,52219.08121913473,55290.79187908383,52219.08121913473,54522.86421409656,2243720
VCB,20200408,51451.15355414746,52372.66675213219,51297.56802115,51835.11738664109,1778380
VCB,20200407,52219.08121913473,52987.008884122006,51297.56802115,52372.66675213219,1842570
VCB,20200406,51835.11738664109,52449.459518630916,50683.22588916018,52219.08121913473,2111200
VCB,20200403,49915.298224172904,50913.60418865636,49147.37055918563,50299.26205666654,1726690
VCB,20200401,47227.55139671744,50606.43312266145,47227.55139671744,49915.298224172904,1298320
VCB,20200331,47227.55139671744,49224.163325684356,46075.659899236525,47611.51522921108,957500
VCB,20200330,46152.452665735254,47150.75863021871,45922.074366239074,46843.5875642238,2155700
VCB,20200327,48609.82119369454,50606.43312266145,47995.47906170472,49224.163325684356,1849620
VCB,20200326,47611.51522921108,49684.919924676724,47227.55139671744,48533.02842719581,2035590
VCB,20200325,46075.659899236525,47611.51522921108,45845.281599740345,47611.51522921108,1835730
VCB,20200324,43925.46243727216,44846.97563525689,43464.70583827979,44539.80456926198,1498070
VCB,20200323,44232.63350326707,44923.76840175562,43925.46243727216,43925.46243727216,1920070
VCB,20200320,50683.22588916018,50913.60418865636,47227.55139671744,47227.55139671744,3603360
VCB,20200319,51681.53185364364,52756.630584625826,50683.22588916018,50683.22588916018,1231150
VCB,20200318,52219.08121913473,54292.48591460037,52219.08121913473,53217.387183618186,1603360
VCB,20200317,48840.19949319072,51835.11738664109,48840.19949319072,51835.11738664109,1384590
VCB,20200316,54522.86421409656,54522.86421409656,51067.18972165382,51527.94632064618,1247540
VCB,20200313,51220.77525465127,56058.71954407111,51220.77525465127,54522.86421409656,1959750
VCB,20200312,55290.79187908383,56058.71954407111,55060.41357958765,55060.41357958765,1602400
VCB,20200311,61741.38426497694,61741.38426497694,57133.818275053294,59130.43020402021,1996560
VCB,20200310,59898.35786900749,61357.42043248331,57901.74594004057,61357.42043248331,2267240
VCB,20200309,60666.285533994764,62125.34809747058,60359.11446799985,60359.11446799985,1423000
VCB,20200306,63737.996193943865,65811.4008894095,62970.06852895659,64889.887691424774,1138970
VCB,20200305,63123.65406195404,64198.752792936226,63123.65406195404,63814.78896044259,903660
VCB,20200304,62970.06852895659,62970.06852895659,62202.14086396931,62739.69022946041,604530
VCB,20200303,64121.9600264375,64121.9600264375,63123.65406195404,63123.65406195404,934270
VCB,20200302,62586.10469646295,63123.65406195404,62432.51916346549,62816.48299595913,939620
VCB,20200228,61511.00596548076,64045.167259938775,61511.00596548076,63277.2395949515,2210080
VCB,20200227,64505.923858931135,64966.6804579235,63661.203427445136,64505.923858931135,2013980
VCB,20200226,66041.77918890568,66041.77918890568,64505.923858931135,65273.85152391841,1229250
VCB,20200225,66041.77918890568,66809.70685389296,65888.19365590824,66195.36472190314,1229530
VCB,20200224,66041.77918890568,67577.63451888024,66041.77918890568,66963.29238689042,1050910
VCB,20200221,68729.52601636115,68729.52601636115,68345.56218386751,68345.56218386751,1016850
VCB,20200220,68883.11154935861,69420.6609148497,68499.14771686497,68729.52601636115,645400
VCB,20200219,68345.56218386751,68729.52601636115,68345.56218386751,68729.52601636115,319010
VCB,20200218,68806.31878285987,68806.31878285987,68345.56218386751,68652.73324986243,485880
VCB,20200217,68575.9404833637,69036.69708235607,68422.35495036624,68652.73324986243,343900
VCB,20200214,68345.56218386751,68959.90431585733,68345.56218386751,68575.9404833637,480800
VCB,20200213,68499.14771686497,68729.52601636115,68191.97665087006,68575.9404833637,686270
VCB,20200212,68959.90431585733,68959.90431585733,68422.35495036624,68652.73324986243,646750
VCB,20200211,68345.56218386751,68729.52601636115,68268.76941736879,68499.14771686497,568210
VCB,20200210,68499.14771686497,68729.52601636115,67961.59835137388,68268.76941736879,630060
VCB,20200207,68959.90431585733,69727.83198084461,68345.56218386751,69113.48984885479,1207540
VCB,20200206,68345.56218386751,69804.62474734333,68191.97665087006,68652.73324986243,963940
VCB,20200205,69267.07538185225,69420.6609148497,68191.97665087006,68268.76941736879,931310
VCB,20200204,68345.56218386751,68959.90431585733,67347.25621938406,68959.90431585733,1409210
VCB,20200203,64582.716625429865,69267.07538185225,63737.996193943865,68115.18388437133,1836670
VCB,20200131,67577.63451888024,68959.90431585733,67347.25621938406,68115.18388437133,1345160
VCB,20200130,70726.13794532807,70956.51624482425,66809.70685389296,68268.76941736879,3769560
VCB,20200122,72185.20050880389,72953.12817379116,71494.06561031535,71724.44390981153,908710
VCB,20200121,72108.40774230516,72645.95710779626,71878.02944280898,72185.20050880389,799590
VCB,20200120,72569.16434129752,72799.54264079372,71801.23667631026,72185.20050880389,860190
VCB,20200117,68729.52601636115,72569.16434129752,68729.52601636115,72569.16434129752,2250790
VCB,20200116,68575.9404833637,69343.86814835097,68268.76941736879,68729.52601636115,1271580
VCB,20200115,68806.31878285987,68806.31878285987,68191.97665087006,68575.9404833637,1499860
VCB,20200114,68729.52601636115,69113.48984885479,68422.35495036624,68652.73324986243,1001130
VCB,20200113,68345.56218386751,68959.90431585733,68345.56218386751,68652.73324986243,1722350
VCB,20200110,68115.18388437133,69420.6609148497,67500.84175238152,68729.52601636115,1596400
VCB,20200109,67347.25621938406,68268.76941736879,67347.25621938406,68115.18388437133,905650
VCB,20200108,66732.91408739424,67500.84175238152,66195.36472190314,66809.70685389296,842280
VCB,20200107,66809.70685389296,67500.84175238152,65581.02258991332,67424.04898588278,1122600
VCB,20200106,68499.14771686497,68729.52601636115,67193.6706863866,67193.6706863866,880110
VCB,20200103,70265.38134633571,70495.75964583189,69036.69708235607,69036.69708235607,536130
VCB,20200102,69267.07538185225,70188.58857983697,68883.11154935861,69727.83198084461,386290
VCB,20191231,69574.24644784715,69958.21028034079,69190.28261535351,69267.07538185225,250770
VCB,20191230,69497.45368134843,70802.93071182679,69113.48984885479,69881.41751384207,660140
VCB,20191227,67969.74432535606,68883.11155033285,67208.60497120874,68883.11155033285,498870
VCB,20191226,68883.11155033285,68883.11155033285,67741.40251911187,68045.8582607708,424110
VCB,20191225,68502.5418732592,69187.56729199179,67741.40251911187,68426.42793784446,251880
VCB,20191224,69111.45335657705,69111.45335657705,67665.28858369714,68502.5418732592,507600
VCB,20191223,67665.28858369714,69263.68122740652,67665.28858369714,69187.56729199179,957250
VCB,20191220,66980.26316496455,67360.8328420382,66828.03529413507,67208.60497120874,460360
VCB,20191219,65990.78200457302,67132.49103579401,65457.984456669896,66980.26316496455,1118570
VCB,20191218,65001.300844181496,65990.78200457302,64925.186908766766,65990.78200457302,865740
VCB,20191217,65762.44019832883,66219.12381081721,64925.186908766766,64925.186908766766,383060
VCB,20191216,67284.71890662347,67284.71890662347,64696.84510252257,65457.984456669896,782550
VCB,20191213,67056.37710037928,67360.8328420382,66599.69348789088,67284.71890662347,766800
VCB,20191212,65534.09839208463,66980.26316496455,65457.984456669896,66599.69348789088,485750
VCB,20191211,65457.984456669896,65457.984456669896,64849.072973352035,65381.870521255165,471080
VCB,20191210,64925.186908766766,65381.870521255165,64696.84510252257,65001.300844181496,532290
VCB,20191209,64620.731167107835,65229.642650425696,64240.161490034174,64849.072973352035,433740
VCB,20191206,64544.617231693104,64849.072973352035,64240.161490034174,64620.731167107835,312400
VCB,20191205,64696.84510252257,65229.642650425696,64392.38936086364,64544.617231693104,398490
VCB,20191204,62337.31310466587,64544.617231693104,62032.85736300694,64468.50329627837,409730
VCB,20191203,63174.56639422792,64011.819683789974,62413.4270400806,62413.4270400806,635370
VCB,20191202,64925.186908766766,65229.642650425696,63174.56639422792,63555.13607130158,485800
VCB,20191129,65153.528715010965,65305.75658584043,64696.84510252257,64925.186908766766,375000
VCB,20191128,65457.984456669896,65686.3262629141,64620.731167107835,64925.186908766766,494650
VCB,20191127,65077.414779596234,66219.12381081721,64925.186908766766,65686.3262629141,551360
VCB,20191126,64316.275425448905,65305.75658584043,64316.275425448905,64468.50329627837,864130
VCB,20191125,65077.414779596234,65457.984456669896,62870.11065256899,64316.275425448905,1580550
VCB,20191122,66675.80742330561,67360.8328420382,64849.072973352035,65077.414779596234,1416230
VCB,20191121,67817.5164545266,68274.200067015,66599.69348789088,66599.69348789088,1034280
VCB,20191120,69263.68122740652,69263.68122740652,68121.97219618552,68121.97219618552,546280
VCB,20191119,66980.26316496455,69263.68122740652,66980.26316496455,69263.68122740652,571560
VCB,20191118,68121.97219618552,68426.42793784446,66599.69348789088,66675.80742330561,700550
VCB,20191115,68502.5418732592,69263.68122740652,68045.8582607708,68274.200067015,595270
VCB,20191114,68883.11155033285,69568.13696906544,68654.76974408865,69187.56729199179,420320
VCB,20191113,70177.0484523833,70177.0484523833,68502.5418732592,68883.11155033285,706550
VCB,20191112,69568.13696906544,70100.93451696857,69492.02303365071,69796.47877530965,595820
VCB,20191111,69872.59271072438,69872.59271072438,69263.68122740652,69492.02303365071,534260
VCB,20191108,69492.02303365071,69948.70664613911,69111.45335657705,69644.25090448018,815600
VCB,20191107,69263.68122740652,69948.70664613911,69263.68122740652,69492.02303365071,403850
VCB,20191106,69111.45335657705,70253.16238779803,69035.33942116232,69263.68122740652,905230
VCB,20191105,70100.93451696857,70405.3902586275,69035.33942116232,69111.45335657705,754630
VCB,20191104,67969.74432535606,70405.3902586275,67969.74432535606,70024.82058155384,1134260
VCB,20191101,66751.92135872034,68045.8582607708,66599.69348789088,67589.17464828241,1125990
VCB,20191031,67056.37710037928,67360.8328420382,66675.80742330561,66751.92135872034,754930
VCB,20191030,65534.09839208463,67132.49103579401,65534.09839208463,66828.03529413507,854260
VCB,20191029,66523.57955247615,66599.69348789088,65686.3262629141,65762.44019832883,1125620
VCB,20191028,66980.26316496455,67132.49103579401,66523.57955247615,66523.57955247615,857400
VCB,20191025,66143.00987540248,67360.8328420382,65914.66806915829,66980.26316496455,918490
VCB,20191024,64925.186908766766,66219.12381081721,64772.959037937304,66143.00987540248,762650
VCB,20191023,65077.414779596234,65305.75658584043,64392.38936086364,64925.186908766766,938120
VCB,20191022,64087.93361920471,65305.75658584043,64087.93361920471,65001.300844181496,966120
VCB,20191021,64620.731167107835,64620.731167107835,63631.25000671631,64087.93361920471,650890
VCB,20191018,65077.414779596234,65305.75658584043,64544.617231693104,64696.84510252257,530190
VCB,20191017,65762.44019832883,65762.44019832883,64544.617231693104,64849.072973352035,1051890
VCB,20191016,65610.21232749936,65686.3262629141,65229.642650425696,65534.09839208463,1069660
VCB,20191015,64696.84510252257,65001.300844181496,64468.50329627837,64849.072973352035,713400
VCB,20191014,65077.414779596234,65457.984456669896,64696.84510252257,64696.84510252257,620800
VCB,20191011,64316.275425448905,65001.300844181496,64240.161490034174,64925.186908766766,760280
VCB,20191010,64620.731167107835,64849.072973352035,64316.275425448905,64392.38936086364,846690
VCB,20191009,64772.959037937304,65229.642650425696,64316.275425448905,64316.275425448905,860160
VCB,20191008,63022.33852339846,64925.186908766766,63022.33852339846,64772.959037937304,1461940
VCB,20191007,63935.70574837524,64316.275425448905,63022.33852339846,63022.33852339846,1205390
VCB,20191004,62413.4270400806,63555.13607130158,62261.19916925113,63174.56639422792,1177660
VCB,20191003,62261.19916925113,62413.4270400806,61347.831944274345,62413.4270400806,1927610
VCB,20191002,63479.02213588685,63707.36394213105,62185.0852338364,62413.4270400806,1224650
VCB,20191001,62489.54097549533,63631.25000671631,62261.19916925113,63479.02213588685,1280100
VCB,20190930,63098.45245881319,63402.90820047212,62337.31310466587,62489.54097549533,845770
VCB,20190927,61880.62949217747,63250.68032964265,61500.05981510381,63098.45245881319,1388490
VCB,20190926,61423.945879689076,61880.62949217747,61119.490138030145,61652.287685933275,1204790
VCB,20190925,60891.148331785946,61576.17375051854,60434.46471929755,61423.945879689076,783340
VCB,20190924,60510.578654712284,61500.05981510381,60053.89504222389,61347.831944274345,791470
VCB,20190923,62108.97129842167,62337.31310466587,60130.00897763862,60130.00897763862,1187100
VCB,20190920,62032.85736300694,63022.33852339846,61652.287685933275,61652.287685933275,2881700
VCB,20190919,61652.287685933275,62185.0852338364,61271.71800885961,62032.85736300694,527230
VCB,20190918,61728.401621348006,62793.99671715426,61271.71800885961,61347.831944274345,1009820
VCB,20190917,61423.945879689076,61880.62949217747,61271.71800885961,61728.401621348006,896290
VCB,20190916,62337.31310466587,62946.22458798372,61500.05981510381,61652.287685933275,782310
VCB,20190913,60738.920460956484,62413.4270400806,60738.920460956484,62337.31310466587,1433780
VCB,20190912,59749.43930056496,60510.578654712284,59749.43930056496,60510.578654712284,1020240
VCB,20190911,58836.07207558817,59749.43930056496,58836.07207558817,59521.09749432076,226450
VCB,20190910,58759.95814017344,60282.23684846809,58683.84420475871,59140.5278172471,675950
VCB,20190909,58836.07207558817,58912.1860110029,58607.73026934398,58759.95814017344,236440
VCB,20190906,59368.8696234913,59368.8696234913,58607.73026934398,58836.07207558817,372990
VCB,20190905,58759.95814017344,59977.78110680916,58759.95814017344,59064.41388183237,432900
VCB,20190904,58988.29994641764,58988.29994641764,58531.61633392924,58836.07207558817,527770
VCB,20190903,59216.64175266183,59292.75568807657,58379.38846309978,59216.64175266183,665830
VCB,20190830,58607.73026934398,59140.5278172471,58607.73026934398,59140.5278172471,280130
VCB,20190829,58531.61633392924,58912.1860110029,58227.16059227031,58455.50239851451,422240
VCB,20190828,58455.50239851451,58836.07207558817,58455.50239851451,58607.73026934398,908810
VCB,20190827,59521.09749432076,59977.78110680916,57846.59091519665,58227.16059227031,1269440
VCB,20190826,59521.09749432076,59825.55323597969,58988.29994641764,59216.64175266183,672220
VCB,20190823,60891.148331785946,61043.376202615415,60282.23684846809,60282.23684846809,633508
VCB,20190822,61043.376202615415,61195.604073444876,60586.692590127015,60891.148331785946,782090
VCB,20190821,58531.61633392924,61119.490138030145,58379.38846309978,60891.148331785946,2007720
VCB,20190820,59216.64175266183,59216.64175266183,58379.38846309978,58531.61633392924,453760
VCB,20190819,59292.75568807657,59749.43930056496,58379.38846309978,58455.50239851451,692740
VCB,20190816,59216.64175266183,59825.55323597969,59216.64175266183,59292.75568807657,631180
VCB,20190815,56780.995819390395,60130.00897763862,56780.995819390395,60130.00897763862,539330
VCB,20190814,59368.8696234913,59368.8696234913,58074.93272144085,58074.93272144085,354750
VCB,20190813,58759.95814017344,58988.29994641764,57770.47697978192,58074.93272144085,909300
VCB,20190812,59749.43930056496,59977.78110680916,58759.95814017344,59140.5278172471,586000
VCB,20190809,59901.66717139442,60434.46471929755,59673.32536515023,59749.43930056496,720950
VCB,20190808,59749.43930056496,60738.920460956484,59444.98355890603,59749.43930056496,812530
VCB,20190807,58074.93272144085,59673.32536515023,58074.93272144085,59673.32536515023,592830
VCB,20190806,58151.04665685558,58531.61633392924,57694.36304436719,58074.93272144085,1202520
VCB,20190805,60282.23684846809,60662.80652554175,58683.84420475871,58912.1860110029,857570
VCB,20190802,60662.80652554175,61271.71800885961,60206.122913053354,60206.122913053354,705000
VCB,20190801,61043.376202615415,61271.71800885961,60662.80652554175,61271.71800885961,538850
VCB,20190731,60891.148331785946,61271.71800885961,60586.692590127015,61043.376202615415,512820
VCB,20190730,62413.4270400806,62793.99671715426,61347.831944274345,61347.831944274345,1633490
VCB,20190729,59749.43930056496,61652.287685933275,59597.21142973549,61652.287685933275,986830
VCB,20190726,59140.5278172471,60662.80652554175,58988.29994641764,59749.43930056496,942260
VCB,20190725,58531.61633392924,59216.64175266183,58379.38846309978,59140.5278172471,831360
VCB,20190724,60510.578654712284,60510.578654712284,58227.16059227031,58531.61633392924,1717620
VCB,20190723,60053.89504222389,60358.35078388282,59749.43930056496,60053.89504222389,659640
VCB,20190722,60130.00897763862,60510.578654712284,59901.66717139442,60130.00897763862,1004520
VCB,20190719,58151.04665685558,60738.920460956484,58151.04665685558,60130.00897763862,1368760
VCB,20190718,57770.47697978192,58759.95814017344,57542.13517353772,58151.04665685558,1151680
VCB,20190717,58227.16059227031,58683.84420475871,57694.36304436719,57998.81878602612,802350
VCB,20190716,57466.02123812299,59368.8696234913,57389.907302708256,58759.95814017344,2017200
VCB,20190715,56095.9704006578,57085.451561049325,56095.9704006578,57085.451561049325,1217930
VCB,20190712,56324.312206902,56704.881883975664,56019.85646524307,56095.9704006578,978210
VCB,20190711,55258.71711109575,56780.995819390395,55258.71711109575,56324.312206902,1486980
VCB,20190710,55182.60317568101,55334.83104651048,54725.91956319262,55182.60317568101,736160
VCB,20190709,54421.46382153369,54725.91956319262,53736.4384028011,54725.91956319262,740550
VCB,20190708,54802.03349860735,55030.37530485155,54040.89414446003,54269.23595070423,987310
VCB,20190705,55182.60317568101,55258.71711109575,54802.03349860735,55258.71711109575,463620
VCB,20190704,53279.754790312705,55182.60317568101,53051.412984068505,55182.60317568101,1125010
VCB,20190703,53660.32446738637,54040.89414446003,52975.299048653775,52975.299048653775,816720
VCB,20190702,54421.46382153369,54421.46382153369,53508.096596556905,53660.32446738637,453020
VCB,20190701,54040.89414446003,54725.91956319262,53964.7802090453,54269.23595070423,565640
VCB,20190628,52975.299048653775,54802.03349860735,52061.93182367698,53660.32446738637,897140
VCB,20190627,54040.89414446003,54040.89414446003,52823.07117782431,52899.185113239044,1344190
VCB,20190626,55106.48924026628,55182.60317568101,53660.32446738637,53660.32446738637,1254850
VCB,20190625,55410.94498192521,55410.94498192521,54802.03349860735,55106.48924026628,811320
VCB,20190624,54421.46382153369,56172.084336072534,54040.89414446003,55563.17285275468,1475410
VCB,20190621,54421.46382153369,54802.03349860735,54040.89414446003,54040.89414446003,1785930
VCB,20190620,53051.412984068505,54421.46382153369,52975.299048653775,54421.46382153369,1212390
VCB,20190619,53584.210531971636,53812.55233821583,52823.07117782431,53127.526919483236,1419470
VCB,20190618,52518.61543616538,53660.32446738637,51909.70395284752,53508.096596556905,1352120
VCB,20190617,52670.843306994844,53508.096596556905,52518.61543616538,52670.843306994844,1398540
VCB,20190614,51376.90640494439,52975.299048653775,51224.67853411493,52670.843306994844,2755770
VCB,20190613,50996.33672787073,51376.90640494439,50539.65311538234,51224.67853411493,580960
